date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:45	507/507	---M-Z	200	added ('OK')	text/plain	date:Mon,%2013%20Apr%202026%2000:22:36%20GMT	https://www.altitudesalonllc.com/robots.txt		(from )
20:02:46	338277/338277	---M-Z	200	added ('OK')	text/html	etag:W/%2274ed0141ab0419e93c8cf71525dd731e--gzip%22	https://www.altitudesalonllc.com/	D:/Website/Rang%20the%20House%20of%20Beauty/www.altitudesalonllc.com/index.html	(from )
20:02:47	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Mon,%2013%20Apr%202026%2014:32:46%20GMT	http://static1.squarespace.com/static/66e34c24d6049d20d04964d1/t/6780246ed8ff683885429158/1765236303381/Altitude_submark.png?format=1500w	D:/Website/Rang%20the%20House%20of%20Beauty/static1.squarespace.com/static/66e34c24d6049d20d04964d1/t/6780246ed8ff683885429158/1765236303381/Altitude_submark.026f7.delayed	(from https://www.altitudesalonllc.com/)
20:02:48	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.altitudesalonllc.com/)
20:02:48	14290/14290	---M--	200	added ('OK')	image/png	etag:CPHu1ZjSt4oDEAE=	https://images.squarespace-cdn.com/content/66e34c24d6049d20d04964d1/498293a1-9362-4560-a702-dba1d51fa130/Altitude_submark.png?content-type=image%2Fpng	D:/Website/Rang%20the%20House%20of%20Beauty/images.squarespace-cdn.com/content/66e34c24d6049d20d04964d1/498293a1-9362-4560-a702-dba1d51fa130/Altitude_submark5d45.png	(from https://www.altitudesalonllc.com/)
20:02:51	46929/46929	---M-Z	200	added ('OK')	text/javascript	etag:%220f22433287308cb483fe50fc15b9386f%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-70d44261d4aa0adb-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-70d44261d4aa0adb-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:02:52	91765/91765	---M-Z	200	added ('OK')	text/javascript	etag:%224aedbe8a136c15c74c4a97f26eb9338a%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-22c6db795661f68d-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-22c6db795661f68d-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:02:54	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.altitudesalonllc.com/)
20:02:58	857780/857780	---M-Z	200	added ('OK')	text/javascript	etag:%2295e588ae39cdec31508f47e3cc14a6d4%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f2a1f6ec9a41489-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f2a1f6ec9a41489-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:05	245914/245914	---M-Z	200	added ('OK')	text/javascript	etag:%221b3869eccf1c01cff0f58716449cf3b3%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-b8d716935110c7b2-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-b8d716935110c7b2-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:05	2301/2301	---M-Z	200	added ('OK')	text/css	etag:%22bc24868b020ce9e14d494fcf7bfe253f%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-608918e0ae8d0cc0-min.en-US.css	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/styles-compressed/user-account-core-608918e0ae8d0cc0-min.en-US.css	(from https://www.altitudesalonllc.com/)
20:03:05	104886/104886	---M-Z	200	added ('OK')	text/javascript	etag:%22c0f020e5379f78da406f65ae5f95154d%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-b176cd2df15f2f17-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/user-account-core-b176cd2df15f2f17-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:07	29333/29333	---M-Z	200	added ('OK')	text/javascript	etag:%22e5b9763f263044f69b0eef884b8ff259%22	http://assets.squarespace.com/universal/scripts-compressed/performance-efb529d57db762a2-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/performance-efb529d57db762a2-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:07	1144/1144	---MCZ	200	added ('OK')	text/css	etag:W/%2261753509721192b31c4bad3e2cf37120%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/729ca73f-2bbb-4a31-b235-6a83389b036c_591/website.components.button.styles.css	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.button/729ca73f-2bbb-4a31-b235-6a83389b036c_591/website.components.button.styles.css	(from https://www.altitudesalonllc.com/)
20:03:16	30088/30088	---MCZ	200	added ('OK')	text/css	etag:W/%22586e0e215e0a37f563491efc4f02f904%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/f751c429-b62a-468e-b523-00fc7742567b_199/website.components.socialLinks.styles.css	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.socialLinks/f751c429-b62a-468e-b523-00fc7742567b_199/website.components.socialLinks.styles.css	(from https://www.altitudesalonllc.com/)
20:03:16	2912/2912	---MCZ	200	added ('OK')	text/css	etag:W/%225f6ff1d216ed002efb0e7dfccfcdb359%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/website.components.imageFluid.styles.css	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/website.components.imageFluid.styles.css	(from https://www.altitudesalonllc.com/)
20:03:16	703023/703023	---M-Z	200	added ('OK')	text/javascript	etag:%220816e14e16c31eb7084825f16fb1362f%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-8e170465b68f28f0-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/common-vendors-8e170465b68f28f0-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:22	1090211/1090211	---M-Z	200	added ('OK')	text/javascript	etag:%2228384a25ff4170f8352f85d7fffe2153%22	http://assets.squarespace.com/universal/scripts-compressed/common-556dda37d67fcd5b-min.en-US.js	D:/Website/Rang%20the%20House%20of%20Beauty/assets.squarespace.com/universal/scripts-compressed/common-556dda37d67fcd5b-min.en-US.js	(from https://www.altitudesalonllc.com/)
20:03:23	118/118	---M--	200	added ('OK')	text/css	etag:%223e803952a9aa015706d2576f5948a0f0%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/5167812a-da4e-4676-b824-716b61eeabc7_421/website.components.html.styles.css	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.html/5167812a-da4e-4676-b824-716b61eeabc7_421/website.components.html.styles.css	(from https://www.altitudesalonllc.com/)
20:03:24	1285/1285	---MCZ	200	added ('OK')	text/css	etag:W/%224b58df07ab77628c9e6b7e82161c3c27%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/b6362891-9a60-4c6b-8cd8-a7671959b76f_816/website.components.shape.styles.css	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/b6362891-9a60-4c6b-8cd8-a7671959b76f_816/website.components.shape.styles.css	(from https://www.altitudesalonllc.com/)
20:03:26	87925/87925	---MCZ	200	added ('OK')	application/javascript	etag:W/%2287d6d0758d06c530ebd6a608530a9251%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/748.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/748.js	(from https://www.altitudesalonllc.com/)
20:03:27	6266/6266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd4d0dc21695a6058ececd5fe2c1f44f%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-parallax.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-parallax.js	(from https://www.altitudesalonllc.com/)
20:03:28	3052/3052	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b023c470e0444fd58ba6a6e639824dd6%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-refracted-circles.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-refracted-circles.js	(from https://www.altitudesalonllc.com/)
20:03:30	10291/10291	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261afdf06a44a10853fa13d8fdaba3ad8%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/9882.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/9882.js	(from https://www.altitudesalonllc.com/)
20:03:31	8474/8474	---MCZ	200	added ('OK')	application/javascript	etag:W/%22be1f7b218926cab720e2fa3032011e4c%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-film-grain.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-film-grain.js	(from https://www.altitudesalonllc.com/)
20:03:31	16871/16871	---MCZ	200	added ('OK')	application/javascript	etag:W/%2218e74cda0d290f1692fc9dc89dc54c08%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/b6362891-9a60-4c6b-8cd8-a7671959b76f_816/website.components.shape.visitor.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.shape/b6362891-9a60-4c6b-8cd8-a7671959b76f_816/website.components.shape.visitor.js	(from https://www.altitudesalonllc.com/)
20:03:32	8949/8949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cb133cb5375436d6f579ee1f8b2f42c7%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-liquid.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-liquid.js	(from https://www.altitudesalonllc.com/)
20:03:33	28095/28095	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242e67ac09fdedb8d6d44dc37e2ef6d01%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/website.components.imageFluid.visitor.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/website.components.imageFluid.visitor.js	(from https://www.altitudesalonllc.com/)
20:03:33	12214/12214	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a43a44b0ff35657e632d1f252f89bf69%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-refracted-lines.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/image-effect-refracted-lines.js	(from https://www.altitudesalonllc.com/)
20:03:34	13133/13133	---MCZ	200	added ('OK')	application/javascript	etag:W/%220d35a6ab118c2921512fbb0a2fde627e%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/8018.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.imageFluid/b2c44b1f-ce35-45b6-a425-fc8e4ad39084_408/8018.js	(from https://www.altitudesalonllc.com/)
20:03:35	9453/9453	---MCZ	200	added ('OK')	application/javascript	etag:W/%22151a2c216970243aa63e2efd3b0d4672%22	https://definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/f4245023-d432-47c3-9908-d750ffade75b_807/website.components.map.visitor.js	D:/Website/Rang%20the%20House%20of%20Beauty/definitions.sqspcdn.com/website-component-definition/static-assets/website.components.map/f4245023-d432-47c3-9908-d750ffade75b_807/website.components.map.visitor.js	(from https://www.altitudesalonllc.com/)
